PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
30241937	OTUB2	TF	Mesenchyme cell	Normal cell	Embryo	low-throughput + high-throughput	Immunofluorescent staining;Weston blot;IP	Regulation of Gli2 stability by deubiquitinase OTUB2	Indicated OTUB2 may have effect on osteogenic differentiation by regulating Hh signaling.		4516	GLI2;BMP2;RUNX2	CL_0008019	Cell Marker	
30241937	BMP2	T Marker	Mesenchyme cell	Normal cell	Embryo	low-throughput + high-throughput	Immunofluorescent staining;Weston blot;IP	Regulation of Gli2 stability by deubiquitinase OTUB2	BMP2 is a common osteoblas marker.		4517	OTUB2	CL_0008019	Cell Marker	
30241937	RUNX2	T Marker	Mesenchyme cell	Normal cell	Embryo	low-throughput + high-throughput	Immunofluorescent staining;Weston blot;IP	Regulation of Gli2 stability by deubiquitinase OTUB2	RUNX2 is a common osteoblas marker.		4518	OTUB2	CL_0008019	Cell Marker	
30246428	ATF3	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	ATF3 is a transcription factor expressed in Embryonic cell.ATF3 associated with the development of early human embryos		4519	EP300;FOXA2;HNF4A		Cell Marker	
30246428	EN1	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	EN1 is a transcription factor expressed in Embryonic cell.EN1 associated with the development of early human embryos		4520	EP300;FOXA2;HNF4A		Cell Marker	
30246428	IFI16	T Marker	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	IFI16 is a transcription factor expressed in Embryonic cell.IFI16 associated with the development of early human embryos		4521	EP300;FOXA2;HNF4A		Cell Marker	
30246428	KLF3	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	KLF3 is a transcription factor expressed in Embryonic cell.KLF3 associated with the development of early human embryos		4522	EP300;FOXA2;HNF4A		Cell Marker	
30246428	NPAS3	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	NPAS3 is a transcription factor expressed in Embryonic cell.NPAS3 associated with the development of early human embryos		4523	EP300;FOXA2;HNF4A		Cell Marker	
30246428	NR2F2	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	RN2F2 is a transcription factor expressed in Embryonic cell.RN2F2 associated with the development of early human embryos		4524	EP300;FOXA2;HNF4A		Cell Marker	
30246428	RUNX1	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	RUNX1 is a transcription factor expressed in Embryonic cell.RUNX1 associated with the development of early human embryos		4525	EP300;FOXA2;HNF4A		Cell Marker	
30246428	SOX2	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	SOX2 is a transcription factor expressed in Embryonic cell.SOX2 associated with the development of early human embryos		4526	EP300;FOXA2;HNF4A		Cell Marker	
30246428	ZBTB20	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	ZBTB20 is a transcription factor expressed in Embryonic cell.ZBTB20 associated with the development of early human embryos		4527	EP300;FOXA2;HNF4A		Cell Marker	
30246428	ZSCAN4	TF	Embryonic cell	Normal cell	Embryo	high-throughput	RNA‐seq	Dynamics changes in the transcription factors during early human embryonic development	ZSCAN4 is a transcription factor expressed in Embryonic cell.ZSCAN4 associated with the development of early human embryos		4528	EP300;FOXA2;HNF4A		Cell Marker	
30252163	PDX1	TFMarker	Pancreas cell	Normal cell	Pancreas	low-throughput	Weston blot;Immunofluorescent staining;RT-PCR;qPCR	Enhanced insulin production and reprogramming efficiency of mesenchymal stem cells derived from porcine pancreas using suitable induction medium	Transcription factors PDX1, NGN3, and MAFA are biomarkers expressed in pancreatic cells		4529	MAFA		Cell Marker	
30252163	MAFA	TFMarker	Pancreas cell	Normal cell	Pancreas	low-throughput	Weston blot;Immunofluorescent staining;RT-PCR;qPCR	Enhanced insulin production and reprogramming efficiency of mesenchymal stem cells derived from porcine pancreas using suitable induction medium	Transcription factors PDX1, NGN3, and MAFA are biomarkers expressed in pancreatic cells		4530	PDX1		Cell Marker	
30260000	NT5E	I Marker	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	CD73 is the positive marker expressed in Gingival mesenchymal stem cell regulated by STRO1		4531		CL_0000034	Cell Marker	
30260000	CD34	I Marker	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	CD34 is the marker negative expressed in Gingival mesenchymal stem cell regulated by STRO1		4532		CL_0000034	Cell Marker	
30260000	THY1	I Marker	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	CD90 is the marker expressed in Gingival mesenchymal stem cell regulated by STRO1		4533		CL_0000034	Cell Marker	
30260000	POU5F1	I Marker	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	STRO-1 may be a useful marker to isolate undifferentiated (potent) mesenchymal cells from gingiva.		4534	CD34;NT5E;POU5F1;THY1;NANOG;NES	CL_0000034	Cell Marker	
30260000	POU5F1	TF	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	POU5F1 is a transcription factor transcription factor expressed in Gingival mesenchymal stem cell		4535		CL_0000034	Cell Marker	
30260000	NANOG	TF	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	NANOG is a transcription factor transcription factor expressed in Gingival mesenchymal stem cell		4536		CL_0000034	Cell Marker	
30260000	NES	TF	Stem cell	Normal cell	Dental pulp	low-throughput	Immunofluorescence staining;Flow-throughput cytometry;sqPCR;Western blot	Passage-dependent expression of STRO-1 in human gingival mesenchymal stem cells	NES is a transcription factor transcription factor expressed in Gingival mesenchymal stem cell		4537		CL_0000034	Cell Marker	
30260706	SNAI1	TF Pmarker	Macrophage cell	Normal cell	Artery	low-throughput + high-throughput	Flow cytometry;qPCR	Endothelial-to-mesenchymal transition shapes the atherosclerotic plaque and modulates macrophage function	Increased EndMT master transcription factor SNAI1 expression and extracellular matrix are consistent with enhanced EndMT in this condition.		4538	TNF	CL_0000235	Cell Marker	
30260706	TNF	TFMarker	Macrophage cell	Normal cell	Artery	low-throughput + high-throughput	Flow cytometry;qPCR	Endothelial-to-mesenchymal transition shapes the atherosclerotic plaque and modulates macrophage function	EndMT cell conditioned media attenuated macrophage proliferation, antigen-presenting cell marker  expression, and TNF-A production in response to oxidized LDL but increased oxidized LDL uptake and scavenger receptor expression.		4539	SNAI1	CL_0000235	Cell Marker	
30267576	FKBP8	T Marker	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	This study identifies FK506 binding protein 8 (FKBP8) as a candidate interacting protein of VISA through the yeast two-hybrid technique.The interaction of FKBP8 with VISA, retinoic acid inducible protein 1 (RIG-I), and IFN regulatory factor 3 (IRF3) was confirmed during viral infection in mammalian cells by coimmunoprecipitation.		4540	TBK1;IFNB1;MAVS;IRF3;DDX58;TRAF3	CL_0000084	Cell Marker	
30267576	MAVS	TF	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	MAVS is a transcription factor expressed in T cell.The mitochondrial antiviral signal protein mitochondrial antiviral signaling protein, also known as virus-induced signaling adaptor (VISA), plays a key role in regulating host innate immune signaling pathways.		4541	FKBP8	CL_0000084	Cell Marker	
30267576	DDX58	I Marker	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	DDX58 is the marker expressed in T cell regulated by FKBP8.The interaction of FKBP8 with VISA, retinoic acid inducible protein 1 (RIG-I), and IFN regulatory factor 3 (IRF3) was confirmed during viral infection in mammalian cells by coimmunoprecipitation.		4542	FKBP8	CL_0000084	Cell Marker	
30267576	IRF3	TF	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	IRF3 is a transcription factor expressed in T cell.The interaction of FKBP8 with VISA, retinoic acid inducible protein 1 (RIG-I), and IFN regulatory factor 3 (IRF3) was confirmed during viral infection in mammalian cells by coimmunoprecipitation.		4543	FKBP8	CL_0000084	Cell Marker	
30267576	TBK1	I Marker	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	TBK1 is the marker expressed in T cell regulated by FKBP8.FKBP8 acts as a negative interacting partner to regulate RLR-VISA signaling by acting on VISA and TANK binding kinase 1 (TBK1)		4544	FKBP8	CL_0000084	Cell Marker	
30267576	TRAF3	TF Pmarker	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	TRAF3 is the marker expressed in T cell regulated by FKBP8.TRAF3 resulting from FKBP8 reinforced Sendai virus-induced endogenous polyubiquitination of RIG-I, TBK1, and TNF receptor-associated factor 3 (TRAF3).		4545	FKBP8	CL_0000084	Cell Marker	
30267576	IFNB1	TF Pmarker	T cell	Normal cell	Lymph	low-throughput	Weston blot;qPCR;Immunofluorescent staining	FKBP8 inhibits virus-induced RLR-VISA signaling	IFNB1 is the marker expressed in T cell regulated by FKBP8.Overexpression of FKBP8 using a eukaryotic expression plasmid significantly attenuated Sendai virus-induced activation of the promoter interferons β (IFN-β), and transcription factors nuclear factor κ-light chain enhancer of activated B cells (NF-κB) and IFN-stimulated response element (ISRE).		4546	FKBP8	CL_0000084	Cell Marker	
30270478	SMAD3	TF Pmarker	Mesenchyme cell	Normal cell	Embryo	low-throughput + high-throughput	Weston blot;Immunohistochemistry;qRT-PCR;DNA seq;Immunofluorescent staining;RT-PCR;CHIP-pcr	Epigenetic Control of Mesenchymal Stem Cell Fate Decision via Histone Methyltransferase Ash1l	Ash1l was reported to  regulate the Hox and Smad3 genes by directly binding to their promoters and by changing the level of H3K4me3		4547	ASH1L	CL_0008019	Cell Marker	
30270478	ASH1L	TF Pmarker	Mesenchyme cell	Normal cell	Embryo	low-throughput + high-throughput	Weston blot;Immunohistochemistry;qRT-PCR;DNA seq;Immunofluorescent staining;RT-PCR;CHIP-pcr	Epigenetic Control of Mesenchymal Stem Cell Fate Decision via Histone Methyltransferase Ash1l	ASH1L can epigenetically affect the expression of essential osteogenic and chondrogenic transcription factors		4548	SMAD3	CL_0008019	Cell Marker	
30270478	ASH1L	TF Pmarker	Mesenchyme cell	Normal cell	Embryo	low-throughput + high-throughput	Weston blot;Immunohistochemistry;qRT-PCR;DNA seq;Immunofluorescent staining;RT-PCR;CHIP-pcr	Epigenetic Control of Mesenchymal Stem Cell Fate Decision via Histone Methyltransferase Ash1l	Further experiments proved that Ash1l can epigenetically affect the expression of essential osteogenic and chondrogenic transcription factors. It exerts this impact via modifications in the enrichment of H3K4me3 on their promoter regions. Considering the promotional action of Ash1l on bone, it could potentially prompt new therapeutic strategy to promote osteogenesis.		4549		CL_0008019	Cell Marker	
30284629	ZEB1	TF	Epithelial cell	Normal cell	Epithelium	low-throughput + high-throughput	Immunofluorescent staining;qRT-PCR;Western blot	Kaposi sarcoma-associated herpes virus (KSHV) latent protein LANA modulates cellular genes associated with epithelial-to-mesenchymal transition	LANA expression results in upregulation of the cellular intermediate filament protein vimentin and transcription factor TCF8/ZEB1 and downregulation of tight junction protein ZO1 and adhesion protein E-cadherin.		4550		CL_0000066	Disease Marker	Kaposi's Sarcoma
30289282	AHR	TF	Macrophage cell	Normal cell	Immune	low-throughput	Flow cytometry;qRT-PCR;Immunofluorescent staining	Immunoregulatory effects of indole-3-carbinol on monocyte-derived macrophages in systemic lupus erythematosus: A crucial role for aryl hydrocarbon receptor	AHR activation was also associated with the overexpression of M2 markers (CD163) and downregulation of M1 markers (CD86).		4551	CD86;CD163	CL_0000235	Disease Marker	AutoImmune disorders
30289282	CD86	T Marker	Macrophage cell	Normal cell	Immune	low-throughput	Flow cytometry;qRT-PCR;Immunofluorescent staining	Immunoregulatory effects of indole-3-carbinol on monocyte-derived macrophages in systemic lupus erythematosus: A crucial role for aryl hydrocarbon receptor	AHR activation was also associated with the overexpression of M2 markers (CD163) and downregulation of M1 markers (CD86).		4552	AHR	CL_0000235	Disease Marker	AutoImmune disorders
30289282	CD163	T Marker	Macrophage cell	Normal cell	Immune	low-throughput	Flow cytometry;qRT-PCR;Immunofluorescent staining	Immunoregulatory effects of indole-3-carbinol on monocyte-derived macrophages in systemic lupus erythematosus: A crucial role for aryl hydrocarbon receptor	AHR activation was also associated with the overexpression of M2 markers (CD163) and downregulation of M1 markers (CD86).		4553	AHR	CL_0000235	Disease Marker	AutoImmune disorders
30292881	SOX2	TFMarker	Stem cell	Normal cell	Peripheral blood	low-throughput	RT-PCR;QPCR;Immunofluorescent staining;Flow cytometry;Western blot	Generation of CSi001-A, a transgene-free, induced pluripotent stem cell line derived from a Parkinson Disease (PD) patient	Flow cytometry and immunofluorescent staining were performed to examine the expression of pluripotent markers (Fig. 1D and E) using the antibodies against human NANOG, SOX2, SSEA4 and OCT3/4.		4554	NANOG	CL_0000034	Disease Marker	Parkinson Disease
30292881	NANOG	TFMarker	Stem cell	Normal cell	Peripheral blood	low-throughput	RT-PCR;QPCR;Immunofluorescent staining;Flow cytometry;Western blot	Generation of CSi001-A, a transgene-free, induced pluripotent stem cell line derived from a Parkinson Disease (PD) patient	Flow cytometry and immunofluorescent staining were performed to examine the expression of pluripotent markers (Fig. 1D and E) using the antibodies against human NANOG, SOX2, SSEA4 and OCT3/4.		4555	SOX2	CL_0000034	Disease Marker	Parkinson Disease
30297808	SOX9	TF Pmarker	Liver cell	Normal cell	Liver	low-throughput + high-throughput	RNA-seq;Microscopic observation	Epigenomic map of human liver reveals principles of zonated morphogenic and metabolic control	We detected 111 genes with conserved zonation signatures including highly expressed zonation landmark genes, such as GLUL, CYP2E1, SDS and APOF and morphogens like LGR5 and SOX9 with low transcript levels		4556	CYP2E1	CL_0000182	Cell Marker	
30307948	NEUROG2	TF Pmarker	Stem cell	Normal cell	Nerve	low-throughput	qPCR;RT-qPCR;RT–PCR;Immunofluorescent staining;Immunohistochemistry;Microscopic observation	Transcription factor programming of human ES cells generates functional neurons expressing both upper and deep layer cortical markers	Three different combinations of TFs, NEUROGENIN 2 (NGN2) only, NGN2 plus Forebrain Embryonic Zinc Finger-Like Protein 2 (FEZF2), and NGN2 plus Special AT-Rich Sequence-Binding Protein 2 (SATB2), were delivered to human ES cells by lentiviral vectors.		4557	SATB2;FEZF2	CL_0000034	Disease Marker	Human NeuroDegenerative disorders
30307970	TCF21	TF	Smooth muscle cell	Normal cell	Muscle	low-throughput + high-throughput	Western blot;Immunofluorescent staining;RNA sequencing	Coronary artery disease genes SMAD3 and TCF21 promote opposing interactive genetic programs that regulate smooth muscle cell differentiation and disease risk	Further, TCF21 was able to directly inhibit SMAD3 activation of gene expression in transfection reporter gene studies.		4558	SMAD3	CL_0000192	Cell Marker	
30307970	SMAD3	T Marker	Smooth muscle cell	Normal cell	Muscle	low-throughput + high-throughput	Western blot;Immunofluorescent staining;RNA sequencing	Coronary artery disease genes SMAD3 and TCF21 promote opposing interactive genetic programs that regulate smooth muscle cell differentiation and disease risk	We propose that the pro-differentiation action of SMAD3 inhibits dedifferentiation that is required for HCASMC to expand and stabilize disease plaque as they respond to vascular stresses, counteracting the protective dedifferentiating activity of TCF21 and promoting disease risk.		4559	TCF21	CL_0000192	Cell Marker	
30315770	CYLD	T Marker	Inflammation cell	Normal cell	Colon	low-throughput	Flow-throughput cytometry;Weston blot;Immunohistochemistry;Immunofluorescent staining	Alternative Splice Forms of CYLD Mediate Ubiquitination of SMAD7 to Prevent TGFB Signaling and Promote Colitis	sCYLD mediates ubiquitination and nuclear translocation of SMAD7 and thereby decreases transforming growth factor β signaling in T cells. This prevents immune regulatory mechanisms and leads to coliti		4560	SMAD7		Cell Marker	
30315770	SMAD7	TF	Inflammation cell	Normal cell	Colon	low-throughput	Flow-throughput cytometry;Weston blot;Immunohistochemistry;Immunofluorescent staining	Alternative Splice Forms of CYLD Mediate Ubiquitination of SMAD7 to Prevent TGFB Signaling and Promote Colitis	sCYLD mediates ubiquitination and nuclear translocation of SMAD7 and thereby decreases transforming growth factor β signaling in T cells. This prevents immune regulatory mechanisms and leads to coliti		4561	CYLD		Cell Marker	
30317027	CSF1	TFMarker	Endothelial cell	Normal cell	Blood vessel	low-throughput	qPCR	Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells	Ang II activates CSF1 transcriptional expression in vascular endothelial cells		4562	SMARCA4;JUN	CL_0000115	Cell Marker	
30317027	JUN	TF	Endothelial cell	Normal cell	Blood vessel	low-throughput	qPCR	Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells	We demonstrate that the crosstalk between BRG1 and histone modifying enzymes was mediated by the transcription factor AP-1.		4563	CSF1	CL_0000115	Cell Marker	
30317027	SMARCA4	TF	Endothelial cell	Normal cell	Blood vessel	low-throughput	qPCR	Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells	Silencing of brahma related gene 1 (BRG1), a chromatin remodeling protein, abrogated CSF1 induction by Ang II		4564	CSF1	CL_0000115	Cell Marker	
30317027	JUN	TF	Endothelial cell	Normal cell	Blood vessel	low-throughput	qPCR	Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells	The crosstalk between BRG1 and histone modifying enzymes was mediated by the transcription factor AP-1.JUN is a transcription factor expressed in Endothelial cell regulated by SMARCA4.		4565	SMARCA4	CL_0000115	Cell Marker	
30317027	SMARCA4	TF	Endothelial cell	Normal cell	Blood vessel	low-throughput	qPCR	Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells	Silencing of brahma related gene 1 (BRG1), a chromatin remodeling protein, abrogated CSF1 induction by Ang II. In the meantime, BRG1 silencing erased H3 acetylation and H3K4 trimethylation and restored H3K9 dimethylation.		4566	JUN	CL_0000115	Cell Marker	
30317027	CSF1	TF	Endothelial cell	Normal cell	Blood vessel	low-throughput	qPCR	Angiotensin II induced CSF1 transcription is mediated by a crosstalk between different epigenetic factors in Vascular Endothelial cells	CSF1(Endothelium-derived colony stimulating factor)  is a transcription factor expressed in Endothelial cell.		4567	SMARCA4	CL_0000115	Cell Marker	
30317545	NFE2L2	TF	Fibroblast cell	Normal cell	Skin	low-throughput + high-throughput	Weston blot;PCR;Flow cytometry;Sequencing technique	Arsenic trioxide inhibits the differentiation of Fibroblasts to myoFibroblasts through nuclear factor erythroid 2-like 2 (NFE2L2) protein and the Smad2/3 pathway	The transcriptional factor NFE2L2 inhibits fibroblast differentiation in idiopathic pulmonary fibrosis and promotes myofibroblast dedifferentiation.		4568		CL_0000057	Cell Marker	
30317545	TGFB1	TF	Fibroblast cell	Normal cell	Skin	low-throughput + high-throughput	Weston blot;PCR;Flow cytometry;Sequencing technique	Arsenic trioxide inhibits the differentiation of Fibroblasts to myoFibroblasts through nuclear factor erythroid 2-like 2 (NFE2L2) protein and the Smad2/3 pathway	TGFB1 is a transcription factor expressed in Fibroblast cell		4569		CL_0000057	Cell Marker	
30317545	NFE2L2	TF	Muscle cell	Normal cell	Muscle	low-throughput + high-throughput	Weston blot;PCR;Flow cytometry;Sequencing technique	Arsenic trioxide inhibits the differentiation of fibroblasts to myofibroblasts through nuclear factor erythroid 2-like 2 (NFE2L2) protein and the Smad2/3 pathway	The transcriptional factor NFE2L2 inhibits fibroblast differentiation in idiopathic pulmonary fibrosis and promotes myofibroblast dedifferentiation.		4570	ESR1;ERAL1	CL_0000187	Cell Marker	
30317557	MIR25	TFMarker	T cell	Normal cell	Blood	low-throughput	Flow-throughput cytometry	Disturbed Th17/Treg balance, cytokines, and miRNAs in peripheral blood of patients with Behcet's disease	T-cell-associated miRNA expression levels, MIR-25 and MIR-93 were significantly upregulated		4571	MIR93	CL_0000084	Disease Marker	Behcet's disease
30317557	MIR93	TFMarker	T cell	Normal cell	Blood	low-throughput	Flow-throughput cytometry	Disturbed Th17/Treg balance, cytokines, and miRNAs in peripheral blood of patients with Behcet's disease	T-cell-associated miRNA expression levels, MIR-25 and MIR-93 were significantly upregulated		4572	MIR25	CL_0000084	Disease Marker	Behcet's disease
30321476	RXRA	TFMarker	Bone cell	Normal cell	Bone	high-throughput	RNA-seq	Gestational Vitamin D Supplementation Leads to Reduced Perinatal RXRA DNA Methylation: Results From the MAVIDOS Trial	The transcription factor RXRA is involved in regulating the status of maternal 25(OH)-vitamin D in bone		4573		CL_0000137	Cell Marker	
30324853	STAT3	TF	Dendritic cell	Normal cell	Lymph	low-throughput	Flow-throughput cytometry;Weston blot;Gene knock down;Immunofluorescent staining	EBV reduces autophagy, intracellular ROS and mitochondria to impair monocyte survival and differentiation	STAT3(Signal transducer and activator of transcription 3) is a transcription factor expressed in Dendritic cell and regulated by transcription factor SQSTM1.		4574	SQSTM1	CL_0000451	Cell Marker	
30324853	NFE2L2	TF	Dendritic cell	Normal cell	Lymph	low-throughput	Flow-throughput cytometry;Weston blot;Gene knock down;Immunofluorescent staining	EBV reduces autophagy, intracellular ROS and mitochondria to impair monocyte survival and differentiation	NFE2L2 is a transcription factor expressed in Dendritic cell and regulated by transcription factor SQSTM1,ATG5.Autophagy inhibition leads to the accumulation of SQSTM1 that may activate the SQSTM1-KEAP1-NFE2L2 axis upregulating the transcription of antioxidant enzymes		4575	ATG5;SQSTM1	CL_0000451	Cell Marker	
30324853	ATG5	T Marker	Dendritic cell	Normal cell	Lymph	low-throughput	Flow-throughput cytometry;Weston blot;Gene knock down;Immunofluorescent staining	EBV reduces autophagy, intracellular ROS and mitochondria to impair monocyte survival and differentiation	ATG5 is the marker expressed in Dendritic cell regulated by NFE2L2.The reduction of ATG5 as a mechanism to reduce autophagy in monocytes seems to be a common mechanism among gammaherpesviruses		4576	NFE2L2	CL_0000451	Cell Marker	
30324853	SQSTM1	T Marker	Dendritic cell	Normal cell	Lymph	low-throughput	Flow-throughput cytometry;Weston blot;Gene knock down;Immunofluorescent staining	EBV reduces autophagy, intracellular ROS and mitochondria to impair monocyte survival and differentiation	SQSTM1 is the marker expressed in Dendritic cell regulated by STAT3,NFE2L2.Autophagy inhibition leads to the accumulation of SQSTM1 that may activate the SQSTM1-KEAP1-NFE2L2 axis upregulating the transcription of antioxidant enzymes		4577	NFE2L2;STAT3	CL_0000451	Cell Marker	
30338483	SLC2A1	T Marker	Nerve cell	Normal cell	Nerve	low-throughput + high-throughput	RT-qPCR;Gene knock down;Weston blot;RNA-seq	Connectivity Analyses of Bioenergetic Changes in Schizophrenia: Identification of Novel Treatments	Activation of PPARγ via pioglitazone can also alter the transcription and expression of GLUT1, leading to changes in glucose uptake through PPARγ and other mechanisms.		4578		CL_0002319	Cell Marker	
30338905	MCL1	T Marker	Muscle cell	Normal cell	Heart	high-throughput	Identification of dysregulated miRNA‐TF FFLs in HCM	Systematic identification and analysis of dysregulated miRNA and transcription factor feed-forward loops in hypertrophic cardiomyopathy	MCL1 is upregulated by STAT3		4579	STAT3	CL_0000187	Disease Marker	Hypertrophic cardiomyopathy
30338905	STAT3	TFMarker	Muscle cell	Normal cell	Heart	high-throughput	Identification of dysregulated miRNA‐TF FFLs in HCM	Systematic identification and analysis of dysregulated miRNA and transcription factor feed-forward loops in hypertrophic cardiomyopathy	STAT3 upregualted MCL1		4580	MCL1	CL_0000187	Disease Marker	Hypertrophic cardiomyopathy
30339739	TMPRSS11D	T Marker	Skin cell	Normal cell	Skin	low-throughput + high-throughput	RNA-seq;Microscopic observation;Bioinformatic prediction;Immunohistochemistry;Western blot	The epithelial zinc transporter ZIP10 epigenetically regulates human epidermal homeostasis by modulating histone acetyltransferase activity	ZIP10 and HAT are closely related to the regulation of genes related to epidermal homeostasis		4581			Cell Marker	
30345544	JUN	TF	Astrocyte cell	Normal cell	Nerve	low-throughput + high-throughput	DNA-seq;RT‐PCR;qPCR	AP-1 and the injury response of the GFAP gene	Since cultured astrocytes display some properties of reactive astrocytes, these findings suggested that AP 1 transcrip tion factors are critical for the upregulation of GFAP in injury, but not for its resting level of expression. 		4582	GFAP	CL_0000127	Cell Marker	
30345544	GFAP	T Marker	Astrocyte cell	Normal cell	Nerve	low-throughput + high-throughput	DNA-seq;RT‐PCR;qPCR	AP-1 and the injury response of the GFAP gene	Increased GFAP gene expression is a common feature of CNS injury, resulting in its use as a reporter to investigate mechanisms producing gliosis		4583	JUN	CL_0000127	Cell Marker	
30359759	GABPA	TF	Endothelial cell	Normal cell	Brain	low-throughput	Immunocytochemical analysis	Hyperglycemia modulates redox, inflammatory and vasoactive markers through specific signaling pathways in cerebral Endothelial cells: insights on insulin protective action	The transcription factor Nrf2 regulates hyperglycemia, changes the function of brain endothelial cells and malregulates the blood brain barrier homeostasis		4584	MAPK8	CL_0000115	Disease Marker	Type 2 Diabetes
30378114	FOXM1	TFMarker	Endothelial cell	Normal cell	Heart	low-throughput	Western blot;Immunofluorescence staining;qPCR;Gene knock down;qRT-PCR;RT-PCR	Foxm1 is a critical driver of TGF-β-induced EndMT in endothelial cells through Smad2/3 and binds to the Snail promoter	FOXM1 as a driver of TGF-β-induced EndMT and underscore the therapeutic potential of targeting FOXM1 for cardiac fibrosis.		4585	TGFB1;SNAI1	CL_0000115	Cell Marker	
30378114	TGFB1	TFMarker	Endothelial cell	Normal cell	Heart	low-throughput	Western blot;Immunofluorescence staining;qPCR;Gene knock down;qRT-PCR;RT-PCR	Foxm1 is a critical driver of TGF-β-induced EndMT in endothelial cells through Smad2/3 and binds to the Snail promoter	TGFB1 is a transcription factor expressed in Endothelial cell and regulated by transcription factor FOXM1.Endothelial cells can be induced		4586	FOXM1	CL_0000115	Cell Marker	
30378114	SNAI1	TFMarker	Endothelial cell	Normal cell	Heart	low-throughput	Western blot;Immunofluorescence staining;qPCR;Gene knock down;qRT-PCR;RT-PCR	Foxm1 is a critical driver of TGF-β-induced EndMT in endothelial cells through Smad2/3 and binds to the Snail promoter	SNAI1 is a transcription factor expressed in Endothelial cell and regulated by transcription factor FOXM1.It plays an important role in the pathogenesis of EndMT		4587	FOXM1	CL_0000115	Cell Marker	
30387318	NEUROG2	TF	Stem cell	Normal cell	Embryo	low-throughput	qRT-PCR;Western Blot;Immunofluorescent staining	Synthetic mRNAs Drive Highly Efficient iPS Cell Differentiation to Dopaminergic Neurons	NEUROG2 is a transcription factor expressed in Pluripotent stem cell,has to do with differentiating neurons		4588	ATOH1	CL_0000034	Cell Marker	
